week_of,keyword,device,group,planned_page,ranking_page,position_latest,median_7d,median_prior_7d,gsc_impressions_28d,ai_overview_on_page,testing_com_in_ai_overview,signals
2026-09-25,hep b immunity test,desktop,selling-test-page,/tests/hepatitis-b-immunity-status-test/,/tests/hepatitis-b-immunity-status-test/,5,,,249,yes,yes,
2026-09-25,hep b surface antigen,phone,kept,/tests/hepatitis-b-test/,/tests/hepatitis-b-test/,20,20,,42,yes,no,
2026-09-25,hep b surface antigen,desktop,kept,/tests/hepatitis-b-test/,/tests/hepatitis-b-test/,20,,,42,yes,no,
2026-09-25,hepatic function panel,phone,selling-test-page,/tests/liver-panel/,/tests/liver-panel/,11,11,,1939,yes,no,refresh
2026-09-25,hepatic function panel,desktop,selling-test-page,/tests/liver-panel/,/tests/liver-panel/,15,,,1939,yes,yes,
2026-09-25,hepatitis a antibody,phone,selling-test-page,/tests/hepatitis-a-test/,/tests/hepatitis-a-test/,11,11,,232,yes,yes,
2026-09-25,hepatitis a antibody,desktop,selling-test-page,/tests/hepatitis-a-test/,/tests/hepatitis-a-antibody-test-igm-test/,31,,,232,yes,yes,
2026-09-25,hepatitis a igm,phone,selling-test-page,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,2,2,,194,yes,yes,other page ranks
2026-09-25,hepatitis a igm,desktop,selling-test-page,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,3,,,194,yes,yes,
2026-09-25,hepatitis a igm test,phone,kept,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,2,2,,90,no,no,other page ranks
2026-09-25,hepatitis a igm test,desktop,kept,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,8,,,90,yes,yes,
2026-09-25,hepatitis a test,desktop,leaving,/tests/hepatitis-a-antibody-test-igm-test/,/tests/hepatitis-a-test/,7,,,102,yes,yes,
2026-09-25,hepatitis b core ab total,phone,selling-test-page,/tests/hepatitis-b-core-antibody-test/,/tests/hepatitis-b-core-antibody-test/,6,6,,93,yes,no,
2026-09-25,hepatitis b core ab total,desktop,selling-test-page,/tests/hepatitis-b-core-antibody-test/,/tests/hepatitis-b-core-antibody-test/,13,,,93,yes,no,
2026-09-25,hepatitis b core antibody,phone,selling-test-page,/tests/hepatitis-b-core-antibody-test/,/tests/hepatitis-b-core-antibody-test/,22,22,,97,yes,no,
2026-09-25,hepatitis b core antibody,desktop,selling-test-page,/tests/hepatitis-b-core-antibody-test/,/tests/hepatitis-b-core-antibody-test/,21,,,97,yes,no,
2026-09-25,hepatitis b core antibody test,phone,selling-test-page,/tests/hepatitis-b-core-antibody-test/,/tests/hepatitis-b-core-antibody-test/,2,2,,89,yes,no,
2026-09-25,hepatitis b core antibody test,desktop,selling-test-page,/tests/hepatitis-b-core-antibody-test/,/tests/hepatitis-b-core-antibody-test/,8,,,89,yes,no,
2026-09-25,hepatitis b immunity,phone,selling-test-page,/tests/hepatitis-b-immunity-status-test/,/tests/hepatitis-b-immunity-status-test/,18,18,,342,yes,no,
2026-09-25,hepatitis b immunity,desktop,selling-test-page,/tests/hepatitis-b-immunity-status-test/,/tests/hepatitis-b-immunity-status-test/,22,,,342,yes,no,
2026-09-25,hepatitis b immunity test,phone,selling-test-page,/tests/hepatitis-b-immunity-status-test/,/tests/hepatitis-b-immunity-status-test/,7,7,,179,yes,yes,
2026-09-25,hepatitis b immunity test,desktop,selling-test-page,/tests/hepatitis-b-immunity-status-test/,/tests/hepatitis-b-immunity-status-test/,5,,,179,yes,yes,
2026-09-25,hepatitis b surface antibody,phone,selling-test-page,/tests/hepatitis-b-test/,/tests/hepatitis-b-test/,40,40,,13,yes,no,
2026-09-25,hepatitis b surface antibody,desktop,selling-test-page,/tests/hepatitis-b-test/,,,,,13,yes,no,
2026-09-25,hepatitis b test,phone,selling-test-page,/tests/hepatitis-b-test/,/tests/hepatitis-b-test/,11,11,,295,yes,yes,
2026-09-25,hepatitis b test,desktop,selling-test-page,/tests/hepatitis-b-test/,,,,,295,yes,yes,
2026-09-25,hepatitis blood test,phone,category,/hepatitis-testing/,/tests/hepatitis-testing/,16,16,,200,yes,no,other page ranks
2026-09-25,hepatitis blood test,desktop,category,/hepatitis-testing/,/tests/hepatitis-testing/,16,,,200,yes,no,
2026-09-25,hepatitis c antibody test,phone,selling-test-page,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,20,20,,457,yes,no,
2026-09-25,hepatitis c antibody test,desktop,selling-test-page,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,19,,,457,yes,yes,
2026-09-25,hepatitis c test,phone,kept,/tests/hepatitis-c-test/,/tests/hepatitis-c-test/,31,31,,195,yes,no,
2026-09-25,hepatitis c test,desktop,kept,/tests/hepatitis-c-test/,/tests/at-home-hepatitis-c-test/,89,,,195,yes,no,
2026-09-25,hepatitis panel,phone,selling-test-page,/tests/acute-viral-hepatitis-panel/,/tests/acute-viral-hepatitis-panel/,10,10,,585,yes,yes,
2026-09-25,hepatitis panel,desktop,selling-test-page,/tests/acute-viral-hepatitis-panel/,/tests/acute-viral-hepatitis-panel/,15,,,585,yes,yes,
2026-09-25,hepatitis panel test,phone,kept,/hepatitis-testing/,/tests/acute-viral-hepatitis-panel/,21,21,,236,yes,yes,other page ranks
2026-09-25,hepatitis panel test,desktop,kept,/hepatitis-testing/,/hepatitis-testing/,57,,,236,yes,yes,
2026-09-25,hepatitis test,phone,category,/hepatitis-testing/,/tests/hepatitis-testing/,14,14,,155,yes,no,other page ranks
2026-09-25,hepatitis test,desktop,category,/hepatitis-testing/,/tests/hepatitis-testing/,14,,,155,yes,no,
2026-09-25,herpes 1 test,phone,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,9,9,,138,yes,yes,
2026-09-25,herpes 1 test,desktop,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,9,,,138,yes,yes,
2026-09-25,herpes swab test,phone,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-2-test/,53,53,,2,yes,no,other page ranks
2026-09-25,herpes swab test,desktop,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-2-test/,8,,,2,yes,no,
2026-09-25,herpes test,phone,selling-test-page,/std-testing/herpes-1-2-test/,/std-testing/hsv-2-test/,13,13,,3646,yes,no,refresh; other page ranks
2026-09-25,herpes test,desktop,selling-test-page,/std-testing/herpes-1-2-test/,/std-testing/hsv-1-test/,17,,,3646,yes,no,
2026-09-25,herpes testing cost,phone,std-pages,/std-test-pricing/,/std-test-pricing/,2,2,,6550,no,no,
2026-09-25,herpes testing cost,desktop,std-pages,/std-test-pricing/,/std-test-pricing/,2,,,6550,no,no,
2026-09-25,hgb blood test,phone,next-in-line,/tests/hemoglobin/,,,101,,20853,yes,yes,
2026-09-25,hgb blood test,desktop,next-in-line,/tests/hemoglobin/,/tests/hemoglobin/,8,,,20853,yes,yes,
2026-09-25,hgh,phone,selling-test-page,/tests/growth-hormone/,,,101,,104,yes,no,
2026-09-25,hgh,desktop,selling-test-page,/tests/growth-hormone/,,,,,104,yes,no,
2026-09-25,hgh test,phone,selling-test-page,/tests/growth-hormone/,/tests/growth-hormone/,7,7,,120,yes,yes,
2026-09-25,hgh test,desktop,selling-test-page,/tests/growth-hormone/,/tests/growth-hormone/,8,,,120,yes,yes,
2026-09-25,high copper levels in blood,phone,kept,/tests/copper/,/tests/copper/,19,19,,43,yes,no,
2026-09-25,high copper levels in blood,desktop,kept,/tests/copper/,/tests/copper/,19,,,43,yes,no,
2026-09-25,high risk hpv,phone,std-pages,/tests/hpv-test/,/tests/hpv-test/,32,32,,12,yes,no,
2026-09-25,high risk hpv,desktop,std-pages,/tests/hpv-test/,/tests/hpv-test/,30,,,12,yes,no,
2026-09-25,high sensitivity crp,phone,selling-test-page,/tests/high-sensitivity-c-reactive-protein-hs-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,13,13,,1440,yes,no,refresh
2026-09-25,high sensitivity crp,desktop,selling-test-page,/tests/high-sensitivity-c-reactive-protein-hs-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,13,,,1440,yes,no,
2026-09-25,hiv 1 and 2 test,phone,std-pages,/tests/hiv-test/,/tests/hiv-test/,2,2,,167,yes,yes,
2026-09-25,hiv 1 and 2 test,desktop,std-pages,/tests/hiv-test/,/tests/hiv-test/,3,,,167,yes,yes,
2026-09-25,hiv 1/2 ag/ab 4th gen,phone,std-pages,/tests/hiv-test/,/std-testing/hiv-4th-generation-test/,7,7,,52,yes,yes,other page ranks
2026-09-25,hiv 1/2 ag/ab 4th gen,desktop,std-pages,/tests/hiv-test/,/std-testing/hiv-4th-generation-test/,7,,,52,yes,yes,
2026-09-25,hiv 1/2 antigen/antibody,phone,std-pages,/tests/hiv-test/,/std-testing/hiv-4th-generation-test/,10,10,,4,yes,yes,other page ranks
2026-09-25,hiv 1/2 antigen/antibody,desktop,std-pages,/tests/hiv-test/,/std-testing/hiv-4th-generation-test/,8,,,4,yes,yes,
2026-09-25,hiv 4th generation test,phone,selling-test-page,/std-testing/hiv-4th-generation-test/,/std-testing/hiv-4th-generation-test/,1,1,,360,yes,yes,
2026-09-25,hiv 4th generation test,desktop,selling-test-page,/std-testing/hiv-4th-generation-test/,/std-testing/hiv-4th-generation-test/,1,,,360,yes,yes,
2026-09-25,hiv ag/ab,phone,selling-test-page,/std-testing/hiv-4th-generation-test/,/std-testing/hiv-4th-generation-test/,16,16,,137,yes,no,
2026-09-25,hiv ag/ab,desktop,selling-test-page,/std-testing/hiv-4th-generation-test/,/std-testing/hiv-4th-generation-test/,16,,,137,yes,no,
2026-09-25,hiv early detection test,phone,std-pages,/tests/hiv-viral-load/,,,101,,60,yes,no,
2026-09-25,hiv early detection test,desktop,std-pages,/tests/hiv-viral-load/,,,,,60,yes,no,
2026-09-25,hiv i and 2,phone,std-pages,/tests/hiv-test/,/tests/hiv-test/,20,20,,485,yes,no,
2026-09-25,hiv i and 2,desktop,std-pages,/tests/hiv-test/,/tests/hiv-test/,20,,,485,yes,no,
2026-09-25,hiv rna,phone,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,43,43,,4,yes,no,
2026-09-25,hiv rna,desktop,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,42,,,4,yes,no,
2026-09-25,hiv rna early detection,phone,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,10,10,,160,yes,no,
2026-09-25,hiv rna early detection,desktop,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,7,,,160,yes,no,
2026-09-25,hiv rna test,phone,std-pages,/tests/hiv-viral-load/,,,101,,170,yes,yes,
2026-09-25,hiv rna test,desktop,std-pages,/tests/hiv-viral-load/,,,,,170,yes,yes,
2026-09-25,hiv rna testing,phone,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,16,16,,59,yes,yes,
2026-09-25,hiv rna testing,desktop,std-pages,/tests/hiv-viral-load/,,,,,59,yes,yes,
2026-09-25,hiv screening,phone,std-pages,/tests/hiv-test/,/tests/hiv-test/,30,30,,338,yes,no,
2026-09-25,hiv screening,desktop,std-pages,/tests/hiv-test/,/tests/hiv-test/,28,,,338,yes,no,
2026-09-25,hiv test,phone,kept,(city pages),/tests/hiv-test/,24,24,,53,yes,no,other page ranks
2026-09-25,hiv test,desktop,kept,(city pages),/tests/hiv-test/,38,,,53,yes,no,
2026-09-25,hiv viral load,phone,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,31,31,,0,yes,no,
2026-09-25,hiv viral load,desktop,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,29,,,0,yes,no,
2026-09-25,hiv viral load test,phone,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,18,18,,25,yes,no,
2026-09-25,hiv viral load test,desktop,std-pages,/tests/hiv-viral-load/,/tests/hiv-viral-load/,25,,,25,yes,no,
2026-09-25,hla b27 test,phone,next-in-line,/tests/hla-b27/,/tests/hla-b27/,8,8,,1063,yes,yes,refresh
2026-09-25,hla b27 test,desktop,next-in-line,/tests/hla-b27/,/tests/hla-b27/,14,,,1063,yes,yes,
2026-09-25,hla-b27 antigen,phone,next-in-line,/tests/hla-b27/,/tests/hla-b27/,3,3,,1560,yes,no,
2026-09-25,hla-b27 antigen,desktop,next-in-line,/tests/hla-b27/,/tests/hla-b27/,11,,,1560,yes,yes,
2026-09-25,homocysteine,phone,selling-test-page,/tests/homocysteine/,/tests/homocysteine/,24,24,,1135,yes,no,
2026-09-25,homocysteine,desktop,selling-test-page,/tests/homocysteine/,/tests/homocysteine/,17,,,1135,yes,no,
2026-09-25,homocysteine blood test,phone,selling-test-page,/tests/homocysteine/,/tests/homocysteine/,4,4,,5163,yes,yes,
2026-09-25,homocysteine blood test,desktop,selling-test-page,/tests/homocysteine/,/tests/homocysteine/,9,,,5163,yes,yes,
2026-09-25,homocysteine test,phone,selling-test-page,/tests/homocysteine/,/tests/homocysteine/,6,6,,2951,yes,yes,
2026-09-25,homocysteine test,desktop,selling-test-page,/tests/homocysteine/,/tests/homocysteine/,6,,,2951,yes,yes,
2026-09-25,hormonal imbalance test,phone,category,/hormone-imbalance-and-hormone-level-testing/,/hormone-imbalance-and-hormone-level-testing/,3,3,,322,yes,yes,
2026-09-25,hormonal imbalance test,desktop,category,/hormone-imbalance-and-hormone-level-testing/,/hormone-imbalance-and-hormone-level-testing/,3,,,322,yes,yes,
2026-09-25,hormone imbalance test,phone,category,/hormone-imbalance-and-hormone-level-testing/,/hormone-imbalance-and-hormone-level-testing/,4,4,,443,yes,yes,
2026-09-25,hormone imbalance test,desktop,category,/hormone-imbalance-and-hormone-level-testing/,/hormone-imbalance-and-hormone-level-testing/,3,,,443,yes,yes,
2026-09-25,hormone panel,phone,next-in-line,/tests/female-hormone-panel/,/tests/female-hormone-panel/,4,4,,1583,yes,no,
2026-09-25,hormone panel,desktop,next-in-line,/tests/female-hormone-panel/,/hormone-imbalance-and-hormone-level-testing/,4,,,1583,yes,no,
2026-09-25,hormone panel for women,phone,category,/hormone-test-for-women/,/tests/female-hormone-panel/,5,5,,1862,no,no,other page ranks
2026-09-25,hormone panel for women,desktop,category,/hormone-test-for-women/,/tests/female-hormone-panel/,5,,,1862,yes,yes,
2026-09-25,hormone test,phone,category,/hormone-testing/,/hormone-imbalance-and-hormone-level-testing/,6,6,,1875,yes,yes,other page ranks
2026-09-25,hormone test,desktop,category,/hormone-testing/,/hormone-imbalance-and-hormone-level-testing/,6,,,1875,yes,yes,
2026-09-25,hormone testing,phone,category,/hormone-testing/,/hormone-imbalance-and-hormone-level-testing/,6,6,,4708,yes,yes,other page ranks
2026-09-25,hormone testing,desktop,category,/hormone-testing/,/hormone-imbalance-and-hormone-level-testing/,11,,,4708,yes,yes,
2026-09-25,hormone testing for women,phone,category,/hormone-test-for-women/,/hormone-test-for-women/,7,7,,6218,yes,yes,
2026-09-25,hormone testing for women,desktop,category,/hormone-test-for-women/,/hormone-test-for-women/,7,,,6218,yes,yes,
2026-09-25,hpv,phone,std-pages,/tests/hpv-test/,,,101,,0,yes,no,
2026-09-25,hpv,desktop,std-pages,/tests/hpv-test/,,,,,0,yes,no,
2026-09-25,hpv 18,phone,std-pages,/tests/hpv-test/,/tests/hpv-test/,71,71,,0,no,no,
2026-09-25,hpv 18,desktop,std-pages,/tests/hpv-test/,/tests/hpv-test/,73,,,0,no,no,
2026-09-25,hpv blood test,phone,std-pages,/tests/hpv-test/,/tests/hpv-test/,5,5,,433,yes,yes,
2026-09-25,hpv blood test,desktop,std-pages,/tests/hpv-test/,/tests/hpv-test/,5,,,433,yes,yes,
2026-09-25,hpv strains,phone,std-pages,/tests/hpv-test/,/tests/hpv-test/,33,33,,7,yes,no,
2026-09-25,hpv strains,desktop,std-pages,/tests/hpv-test/,/tests/hpv-test/,26,,,7,yes,no,
2026-09-25,hpv test,phone,std-pages,/tests/hpv-test/,,,101,,1406,no,no,
2026-09-25,hpv test,desktop,std-pages,/tests/hpv-test/,/tests/at-home-human-papillomavirus-hpv-test/,13,,,1406,yes,no,
2026-09-25,hpv test for men,phone,std-pages,/tests/hpv-test/,/tests/hpv-test/,46,46,,6,yes,no,
2026-09-25,hpv test for men,desktop,std-pages,/tests/hpv-test/,/tests/hpv-test/,36,,,6,yes,no,
2026-09-25,hpv testing,phone,std-pages,/tests/hpv-test/,/tests/at-home-human-papillomavirus-hpv-test/,14,14,,141,yes,no,other page ranks
2026-09-25,hpv testing,desktop,std-pages,/tests/hpv-test/,/tests/at-home-human-papillomavirus-hpv-test/,25,,,141,yes,no,
2026-09-25,hscrp test,phone,kept,/tests/high-sensitivity-c-reactive-protein-hs-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,15,15,,1305,yes,yes,refresh
2026-09-25,hscrp test,desktop,kept,/tests/high-sensitivity-c-reactive-protein-hs-crp/,/tests/high-sensitivity-c-reactive-protein-hs-crp/,14,,,1305,yes,yes,
2026-09-25,hsv 1 antibodies,phone,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,4,4,,71,yes,yes,
2026-09-25,hsv 1 antibodies,desktop,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,4,,,71,yes,yes,
2026-09-25,hsv 1 test,phone,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,6,6,,429,yes,yes,
2026-09-25,hsv 1 test,desktop,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,7,,,429,yes,yes,
2026-09-25,hsv blood test,phone,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,8,8,,408,yes,yes,
2026-09-25,hsv blood test,desktop,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,8,,,408,yes,yes,
2026-09-25,hsv test,phone,selling-test-page,/std-testing/herpes-1-2-test/,/std-testing/hsv-1-test/,7,7,,1862,yes,yes,other page ranks
2026-09-25,hsv test,desktop,selling-test-page,/std-testing/herpes-1-2-test/,/std-testing/hsv-1-test/,7,,,1862,yes,yes,
2026-09-25,hsv1,phone,std-pages,/std-testing/hsv-1-test/,,,101,,2,yes,no,
2026-09-25,hsv1,desktop,std-pages,/std-testing/hsv-1-test/,,,,,2,yes,no,
2026-09-25,hsv1 blood test,phone,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,2,2,,69,yes,yes,
2026-09-25,hsv1 blood test,desktop,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,4,,,69,yes,yes,
2026-09-25,hsv1 testing,phone,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,1,1,,117,yes,yes,
2026-09-25,hsv1 testing,desktop,std-pages,/std-testing/hsv-1-test/,/std-testing/hsv-1-test/,1,,,117,yes,yes,
2026-09-25,hsv2 test,phone,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,9,9,,367,yes,yes,
2026-09-25,hsv2 test,desktop,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,9,,,367,yes,yes,
2026-09-25,hsv2 testing,phone,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,11,11,,184,yes,yes,
2026-09-25,hsv2 testing,desktop,std-pages,/std-testing/hsv-2-test/,/std-testing/hsv-2-test/,18,,,184,yes,yes,
2026-09-25,htlv,phone,selling-test-page,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,14,14,,201,yes,no,
2026-09-25,htlv,desktop,selling-test-page,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,15,,,201,yes,no,
2026-09-25,htlv blood test,phone,selling-test-page,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,1,1,,124,yes,yes,
2026-09-25,htlv blood test,desktop,selling-test-page,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,1,,,124,yes,yes,
2026-09-25,htlv test,phone,selling-test-page,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,1,1,,141,yes,yes,
2026-09-25,htlv test,desktop,selling-test-page,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,1,,,141,yes,yes,
2026-09-25,htlv-i ii antibody,desktop,leaving,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,/tests/human-t-cell-lymphotropic-virus-htlv-testing/,2,,,32,yes,yes,
2026-09-25,human chorionic gonadotropin test,phone,kept,/tests/pregnancy-test-hcg/,/tests/pregnancy-test-hcg/,20,20,,47,yes,no,
2026-09-25,human chorionic gonadotropin test,desktop,kept,/tests/pregnancy-test-hcg/,/tests/pregnancy-test-hcg/,27,,,47,yes,no,
2026-09-25,human epididymis protein 4,phone,next-in-line,/tests/human-epididymis-protein-4-he4/,/tests/human-epididymis-protein-4-he4/,5,5,,198,yes,yes,
2026-09-25,human epididymis protein 4,desktop,next-in-line,/tests/human-epididymis-protein-4-he4/,/tests/human-epididymis-protein-4-he4/,6,,,198,yes,yes,
2026-09-25,human nuclear antigen antibody,phone,next-in-line,/tests/extractable-nuclear-antigen-antibodies-ena-panel/,/tests/antinuclear-antibody-ana/,82,82,,61,no,no,other page ranks
2026-09-25,human nuclear antigen antibody,desktop,next-in-line,/tests/extractable-nuclear-antigen-antibodies-ena-panel/,/tests/extractable-nuclear-antigen-antibodies-ena-panel/,43,,,61,no,no,
